country,date,decklist,event,format,hero,result,deck_link,event_type,deck_id
United States of America,05 Jan 2025,"Naib Mobassir – Zen, Tamer of Purpose – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/naib-mobassir-zen-tamer-of-purpose-battle-hardened-atlanta/ ,battle hardened,568f6bdaa17f161ac8ceaa763231b381_NM–ZToP–BHAtlanta1st
United States of America,05 Jan 2025,"Nathan Crawford – Zen, Tamer of Purpose – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Zen, Tamer of Purpose",2nd,https://fabtcg.com/decklists/nathan-crawford-zen-tamer-of-purpose-battle-hardened-atlanta/ ,battle hardened,99b662c89d787f8b387b51b54e66eaa0_NC–ZToP–BHAtlanta2nd
United States of America,05 Jan 2025,"Andrew Lorenz – Viserai, Rune Blood – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/andrew-lorenz-viserai-rune-blood-battle-hardened-atlanta/ ,battle hardened,51cd5cfd56ca6bf942a19107a7fe5dd0_AL–VRB–BHAtlanta3rd
United States of America,05 Jan 2025,"Justin Evans – Viserai, Rune Blood – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/justin-evans-viserai-rune-blood-battle-hardened-atlanta/ ,battle hardened,879cfda7c9e40189f0cbb856b0bd3a07_JE–VRB–BHAtlanta3rd
United States of America,05 Jan 2025,"Andrew Cook – Prism, Awakener of Sol – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Prism, Awakener of Sol",5th,https://fabtcg.com/decklists/andrew-cook-prism-awakener-of-sol-battle-hardened-atlanta-2025/ ,battle hardened,e02f12b1dbdd48c653318da02107ae82_AC–PAoS–BHAtlanta5th
United States of America,05 Jan 2025,"Evan Brook – Azalea, Ace in the Hole – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/evan-brook-azalea-ace-in-the-hole-battle-hardened-atlanta/ ,battle hardened,06825d272d8931391659c5b7703c3ef9_EB–AAitH–BHAtlanta5th
Philippines,05 Jan 2025,"Mikko Pena – Ira, Scarlet Revenger – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Ira, Scarlet Revenger",5th,https://fabtcg.com/decklists/mikko-pena-ira-scarlet-revenger-battle-hardened-atlanta/ ,battle hardened,064daca1bf495aec9f2fa2639bea8b62_MP–ISR–BHAtlanta5th
United States of America,05 Jan 2025,"Randy Davis – Enigma, Ledger of Ancestry – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/randy-davis-enigma-ledger-of-ancestry-battle-hardened-atlanta/ ,battle hardened,f77d0d2c58437fb20cd3a8e0aa5b21d3_RD–ELoA–BHAtlanta5th
Hong Kong,05 Jan 2025,"Pudding Tam – Aurora, Shooting Star – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Aurora, Shooting Star",1st,https://fabtcg.com/decklists/pudding-tam-aurora-shooting-star-battle-hardened-hong-kong/ ,battle hardened,330e3c71a312316580e33a0b0108b666_PT–ASS–BHHKong1st
Hong Kong,05 Jan 2025,"Alex Lo – Ira, Scarlet Revenger – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Ira, Scarlet Revenger",2nd,https://fabtcg.com/decklists/alex-lo-ira-scarlet-revenger-battle-hardened-hong-kong/ ,battle hardened,b619ebba2841685740ea1d6941639ff6_AL–ISR–BHHKong2nd
Hong Kong,05 Jan 2025,"Allen Lau – Aurora, Shooting Star – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/allen-lau-aurora-shooting-star-battle-hardened-hong-kong/ ,battle hardened,5a7ec84780f9d2491e839b2fea77d364_AL–ASS–BHHKong3rd
Hong Kong,05 Jan 2025,"Shing Tsang – Nuu, Alluring Desire – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Nuu, Alluring Desire",3rd,https://fabtcg.com/decklists/shing-tsang-nuu-alluring-desire-battle-hardened-hong-kong/ ,battle hardened,c9f01026e812835a1738c42f3aa7d939_ST–NAD–BHHKong3rd
Hong Kong,05 Jan 2025,"Ian Chan – Aurora, Shooting Star – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/ian-chan-aurora-shooting-star-battle-hardened-hong-kong/ ,battle hardened,62c846d3b57c965d00cbbd16e5d29661_IC–ASS–BHHKong5th
Hong Kong,05 Jan 2025,"Man Ho Tang – Ira, Scarlet Revenger – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Ira, Scarlet Revenger",5th,https://fabtcg.com/decklists/man-ho-tang-ira-scarlet-revenger-battle-hardened-hong-kong/ ,battle hardened,7a93ceb51a80f617dd10e4d17aa8902b_MHT–ISR–BHHKong5th
Hong Kong,05 Jan 2025,Roderick So – Dorinthea Ironsong – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Classic Constructed,Dorinthea Ironsong,5th,https://fabtcg.com/decklists/roderick-so-dorinthea-ironsong-battle-hardened-hong-kong/ ,battle hardened,d657b75cf68e1ef01d514958cc1f2bd8_RS–DI–BHHKong5th
Hong Kong,05 Jan 2025,"Kelvin Law – Nuu, Alluring Desire – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/kelvin-law-nuu-alluring-desire-battle-hardened-hong-kong/ ,battle hardened,7fccfa0ee014e4024eed3c1945d1b715_KL–NAD–BHHKong5th
United States of America,05 Jan 2025,"Brodie Spurlock – Viserai, Rune Blood – ProQuest+ Atlanta",Pro Quest+ Atlanta,Classic Constructed,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/brodie-spurlock-viserai-rune-blood-pro-quest-atlanta/ ,pro quest,f3e2902a15d00adccd4fb53f2ab56cc1_BS–VRB–PAtlanta1st
Canada,15 Dec 2024,"Jordan Jalbert-Ross – Bravo, Star of the Show – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Bravo, Star of the Show",1st,https://fabtcg.com/decklists/jordan-jalbert-ross-bravo-star-of-the-show-battle-hardened-chicago/ ,battle hardened,4574d31df7bd780c5a175dcc130f681a_JJ–BSotS–BHChicago1st
United States of America,15 Dec 2024,"Christopher Iaali – Viserai, Rune Blood – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Viserai, Rune Blood",2nd,https://fabtcg.com/decklists/christopher-iaali-viserai-rune-blood-battle-hardened-chicago/ ,battle hardened,03767c31e3e397b03d9731fb389ff28e_CI–VRB–BHChicago2nd
Canada,15 Dec 2024,"Aaron Shantz – Dromai, Ash Artist – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Dromai, Ash Artist",3rd,https://fabtcg.com/decklists/aaron-shantz-dromai-ash-artist-battle-hardened-chicago/ ,battle hardened,db11c17378b40368791603909bedc312_AS–DAA–BHChicago3rd
United States of America,15 Dec 2024,"Jude Cornett – Chane, Bound by Shadow – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Chane, Bound by Shadow",3rd,https://fabtcg.com/decklists/jude-cornett-chane-bound-by-shadow-battle-hardened-chicago/ ,battle hardened,35331572fbd771df2eca7256ac1b0e61_JC–CBbS–BHChicago3rd
Canada,15 Dec 2024,"Julien Bergeron – Viserai, Rune Blood – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/julien-bergeron-viserai-rune-blood-battle-hardened-chicago/ ,battle hardened,ad7ed453637582183870b3c26a411d05_JB–VRB–BHChicago5th
United States of America,15 Dec 2024,"Pat Eshghy – Florian, Rotwood Harbinger – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/pat-eshghy-florian-rotwood-harbinger-battle-hardened-chicago/ ,battle hardened,b2ea67a855325ca530de540dcfa2a26d_PE–FRH–BHChicago5th
United States of America,15 Dec 2024,"Jeremy Kruman – Zen, Tamer of Purpose – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/jeremy-kruman-zen-tamer-of-purpose-battle-hardened-chicago/ ,battle hardened,1ed827409509f05fc57b758043dc1a70_JK–ZToP–BHChicago5th
United States of America,15 Dec 2024,Connor Bryant – Dash I/O – Battle Hardened: Chicago,Battle Hardened: Chicago,Living Legend,Dash I/O,5th,https://fabtcg.com/decklists/connor-bryant-dash-io-battle-hardened-chicago/ ,battle hardened,212d39566a8c11b5fbb981b5842d8429_CB–DI–BHChicago5th
United States of America,15 Dec 2024,"Rhys Owen – Bravo, Star of the Show – Skirmish Season 10 – 5C Gaming",Skirmish Season 10,Living Legend,"Bravo, Star of the Show",1st,https://fabtcg.com/decklists/rhys-owen-bravo-star-of-the-show-skirmish-season-10-5c-gaming/ ,skirmish,5a9f72803d27c323d00855850160661c_RO–BSotS–SS1–5Gaming1st
United States of America,14 Dec 2024,"Michael Hamilton – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",1st,https://fabtcg.com/decklists/michael-hamilton-bravo-star-of-the-show-calling-chicago/ ,calling,aebb2e80abfbeb26075e2c21a67f2947_MH–BSotS–CChicago1st
United States of America,14 Dec 2024,"Easton Douglas – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",2nd,https://fabtcg.com/decklists/easton-douglas-bravo-star-of-the-show-calling-chicago/ ,calling,973e69c5f94da9e91c85184c00ae144b_ED–BSotS–CChicago2nd
United States of America,14 Dec 2024,"Lucas Oswald – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",3rd,https://fabtcg.com/decklists/lucas-oswald-bravo-star-of-the-show-calling-chicago/ ,calling,1a27bcb3cbcab81a45c665a267846ff0_LO–BSotS–CChicago3rd
Canada,14 Dec 2024,"Jimmy Niro Demers – Chane, Bound by Shadow – Calling: Chicago",Calling: Chicago,Living Legend,"Chane, Bound by Shadow",3rd,https://fabtcg.com/decklists/jimmy-niro-demers-chane-bound-by-shadow-calling-chicago/ ,calling,f409d632063a4d59c66fc0f9f4c562a0_JND–CBbS–CChicago3rd
United States of America,14 Dec 2024,"Brian Lorenz – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",5th,https://fabtcg.com/decklists/brian-lorenz-bravo-star-of-the-show-calling-chicago/ ,calling,983af3acb005b41ee7c893c63733ba3c_BL–BSotS–CChicago5th
United States of America,14 Dec 2024,"Ryan Rich – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",5th,https://fabtcg.com/decklists/ryan-rich-bravo-star-of-the-show-calling-chicago/ ,calling,b855f64f3a9b7ae9dcd02b28b1ea31f2_RR–BSotS–CChicago5th
United States of America,14 Dec 2024,"Cody Williams – Chane, Bound by Shadow – Calling: Chicago",Calling: Chicago,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/cody-williams-chane-bound-by-shadow-calling-chicago/ ,calling,fba54aa09dc02ed5b14050078324d004_CW–CBbS–CChicago5th
United States of America,14 Dec 2024,"Raj Parikh – Viserai, Rune Blood – Calling: Chicago",Calling: Chicago,Living Legend,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/raj-parikh-viserai-rune-blood-calling-chicago/ ,calling,205f341fcc9db8dc739907fa604190bc_RP–VRB–CChicago5th
Canada,14 Dec 2024,Matt Muus – Enigma – Commoner Gold Foil,Commoner Gold Foil,Commoner,Enigma,1st,https://fabtcg.com/decklists/matt-muus-enigma-commoner-gold-foil/ ,commoner,4c693f06b7c9693a77075cab45072ce5_MM–E–CGFoil1st
Mexico,14 Dec 2024,Luis Perez – Kayo – Skirmish Season 10 – TCG Quest,Skirmish Season 10,Blitz,Kayo,1st,https://fabtcg.com/decklists/luis-perez-kayo-skirmish-season-10-tcg-quest/ ,skirmish,b87102801bad18682b115d68b860703b_LP–K–SS1–TQuest1st
South Korea,13 Dec 2024,Dumpster Dive – No More Gambling,Dumpster Dive #9: Can We Get Much Lower? (So Low),Commoner,"Kayo, Berserker Runt",not informed,https://fabtcg.com/decklists/dumpster-dive-no-more-gambling/ ,dumpster dive,2582c2401ad42a9211cd03b93d6960f2_DD–NMGambling
United States of America,13 Dec 2024,Dumpster Dive – Croonchants,Dumpster Dive #9: Can We Get Much Lower? (So Low),Commoner,Chane,not informed,https://fabtcg.com/decklists/dumpster-dive-croonchants/ ,dumpster dive,2025f087f2f9df5fe06be077976145c1_DD–Croonchants
New Zealand,13 Dec 2024,Dumpster Dive – Alleyway Antics,Dumpster Dive #9: Can We Get Much Lower? (So Low),Commoner,Azalea,not informed,https://fabtcg.com/decklists/dumpster-dive-alleyway-antics/ ,dumpster dive,3da7a86d148c613e344645c31b35f512_DD–AAntics
United States of America,08 Dec 2024,"Christopher Iaali – Zen, Tamer of Purpose – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/christopher-iaali-zen-tamer-of-purpose-battle-hardened-houston/ ,battle hardened,bfb9a1ffa686a8418b4225e624ccf17d_CI–ZToP–BHHouston1st
United States of America,08 Dec 2024,Simon Aguirre – Dash I/O – Battle Hardened: Houston,Battle Hardened: Houston,Classic Constructed,Dash I/O,2nd,https://fabtcg.com/decklists/simon-aguirre-dash-io-battle-hardened-houston/ ,battle hardened,5666a656558ece0793c4f02994eb612c_SA–DI–BHHouston2nd
United States of America,08 Dec 2024,"Devon Killebrew – Enigma, Ledger of Ancestry – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/devon-killebrew-enigma-ledger-of-ancestry-battle-hardened-houston/ ,battle hardened,a1557484005399069e00671ac0ecba38_DK–ELoA–BHHouston3rd
United States of America,08 Dec 2024,"Evan Bridges – Aurora, Shooting Star – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/evan-bridges-aurora-shooting-star-battle-hardened-houston/ ,battle hardened,f14fceb682ff29f45f9548fb9ff57927_EB–ASS–BHHouston3rd
United States of America,08 Dec 2024,"Taylor Nifong – Viserai, Rune Blood – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/taylor-nifong-viserai-rune-blood-battle-hardened-houston/ ,battle hardened,02c553ef663066c667450d417b052e73_TN–VRB–BHHouston5th
United States of America,08 Dec 2024,"Johnathan Esquivel – Vynnset, Iron Maiden – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Vynnset, Iron Maiden",5th,https://fabtcg.com/decklists/johnathan-esquivel-vynnset-iron-maiden-battle-hardened-houston/ ,battle hardened,0865206133a7c98c38833f54f5d01761_JE–VIM–BHHouston5th
United States of America,08 Dec 2024,"Randall Robinson – Zen, Tamer of Purpose – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/randall-robinson-zen-tamer-of-purpose-battle-hardened-houston/ ,battle hardened,a1cd6d990dcfdd152b66d0ad7bbaf81e_RR–ZToP–BHHouston5th
United States of America,08 Dec 2024,"Ravi Sharma – Viserai, Rune Blood – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/ravi-sharma-viserai-rune-blood-battle-hardened-houston/ ,battle hardened,0f01374d5b79b8c8d6e99ee5f3469696_RS–VRB–BHHouston5th
Hong Kong,08 Dec 2024,"Nova Chan – Zen, Tamer of Purpose – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/nova-chan-zen-tamer-of-purpose-battle-hardened-kuala-lumpur/ ,battle hardened,b7dafe40734c016a6200e7ada9609a0f_NC–ZToP–BHKLumpur1st
Malaysia,08 Dec 2024,"Ji Timm Lee – Florian, Rotwood Harbinger – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Florian, Rotwood Harbinger",2nd,https://fabtcg.com/decklists/ji-timm-lee-florian-rotwood-harbinger-battle-hardened-kuala-lumpur/ ,battle hardened,c4cfb2db53101e340bb8a13de8a37cf7_JTL–FRH–BHKLumpur2nd
Australia,08 Dec 2024,"Alexander Dobler – Prism, Awakener of Sol – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Prism, Awakener of Sol",3rd,https://fabtcg.com/decklists/alexander-dobler-prism-awakener-of-sol-battle-hardened-kuala-lumpur/ ,battle hardened,1dab2a28ce43a7bd86ceabf30ffa8214_AD–PAoS–BHKLumpur3rd
Singapore,08 Dec 2024,"Winter Fong – Aurora, Shooting Star – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/winter-fong-aurora-shooting-star-battle-hardened-kuala-lumpur/ ,battle hardened,49d9a8b0a8d6f96cb07b5a70c90d4020_WF–ASS–BHKLumpur3rd
Malaysia,08 Dec 2024,"Jamal Armand – Aurora, Shooting Star – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/jamal-armand-aurora-shooting-star-battle-hardened-kuala-lumpur/ ,battle hardened,56e7221204d8e583da63d589d5291d26_JA–ASS–BHKLumpur5th
Japan,08 Dec 2024,"Connor Leverton – Nuu, Alluring Desire – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/connor-leverton-nuu-alluring-desire-battle-hardened-kuala-lumpur/ ,battle hardened,ee4a6028191b902219745c82fcb314ea_CL–NAD–BHKLumpur5th
Japan,08 Dec 2024,"Ran Sasaki – Aurora, Shooting Star – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/ran-sasaki-aurora-shooting-star-battle-hardened-kuala-lumpur/ ,battle hardened,1f20d3ead71b4fbaf21fea6a4a615f80_RS–ASS–BHKLumpur5th
Singapore,08 Dec 2024,"Denny Koh – Azalea, Ace in the Hole – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/denny-koh-azalea-ace-in-the-hole-battle-hardened-kuala-lumpur/ ,battle hardened,fbf9cdd59097dc6160b5ba85e2333c5c_DK–AAitH–BHKLumpur5th
New Zealand,08 Dec 2024,"Danne Blomfield – Kayo, Armed and Dangerous – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Kayo, Armed and Dangerous",1st,https://fabtcg.com/decklists/danne-blomfield-kayo-armed-and-dangerous-battle-hardened-wellington/ ,battle hardened,880c76454c300ad453ee2137aab540eb_DB–KAaD–BHWellington1st
New Zealand,08 Dec 2024,"Lucas Ward – Enigma, Ledger of Ancestry – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Enigma, Ledger of Ancestry",2nd,https://fabtcg.com/decklists/lucas-ward-enigma-ledger-of-ancestry-battle-hardened-wellington/ ,battle hardened,6fbe6c2965c40440b2823058e9759276_LW–ELoA–BHWellington2nd
New Zealand,08 Dec 2024,"Ben Dodd – Nuu, Alluring Desire – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Nuu, Alluring Desire",3rd,https://fabtcg.com/decklists/ben-dodd-nuu-alluring-desire-battle-hardened-wellington/ ,battle hardened,5fd764aa8b3ed1714c61abea11f4c82f_BD–NAD–BHWellington3rd
New Zealand,08 Dec 2024,"Thomas Bailey Galbraith – Zen, Tamer of Purpose – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/thomas-bailey-galbraith-zen-tamer-of-purpose-battle-hardened-wellington/ ,battle hardened,8251ca29fe27b48ca0282171be2ed3b9_TBG–ZToP–BHWellington3rd
New Zealand,08 Dec 2024,"Michael Collins – Enigma, Ledger of Ancestry – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/michael-collins-enigma-ledger-of-ancestry-battle-hardened-wellington/ ,battle hardened,3662f4cc857d68ab4ade85f8e2091d5c_MC–ELoA–BHWellington5th
New Zealand,08 Dec 2024,"Alexander McCallum – Enigma, Ledger of Ancestry – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/alexander-mccallum-enigma-ledger-of-ancestry-battle-hardened-wellington/ ,battle hardened,b6bae7531fa09e3903937689eacefef2_AM–ELoA–BHWellington5th
New Zealand,08 Dec 2024,"Amos Norris – Prism, Awakener of Sol – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Prism, Awakener of Sol",5th,https://fabtcg.com/decklists/amos-norris-prism-awakener-of-sol-battle-hardened-wellington/ ,battle hardened,41944e4cdf7bb829e0caad78df33476e_AN–PAoS–BHWellington5th
New Zealand,08 Dec 2024,"Oliver Berry – Enigma, Ledger of Ancestry – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/oliver-berry-enigma-ledger-of-ancestry-battle-hardened-wellington/ ,battle hardened,644a6c7ad96c43b1ae02ce48291d2c3a_OB–ELoA–BHWellington5th
Philippines,08 Dec 2024,Raymond Baligaya – Zen – Skirmish S10 – Neutral Grounds,Skirmish Season 10,Blitz,Zen,1st,https://fabtcg.com/decklists/raymond-baligaya-zen-skirmish-season-10-neutral-grounds/ ,skirmish,3c4cd02a5fefcfa28841bf3b6ac6a0a9_RB–Z–SS–NGrounds1st
United States of America,08 Dec 2024,"Caleb Lolley – Dromai, Ash Artist – Skirmish S10 – Down to Game",Skirmish Season 10,Living Legend,"Dromai, Ash Artist",1st,https://fabtcg.com/decklists/caleb-lolley-dromai-ash-artist-skirmish-season-10-down-to-game/ ,skirmish,220d8e60fddab1a1fbd264a02e81a8c7_CL–DAA–SS–DtGame1st
Australia,07 Dec 2024,"Nick Butcher – Zen, Tamer of Purpose – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/nick-butcher-zen-tamer-of-purpose-calling-kuala-lumpur/ ,calling,4c7e135019a11efc570830f3e19c1b12_NB–ZToP–CKLumpur1st
Hong Kong,07 Dec 2024,"Pudding Tam – Aurora, Shooting Star – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",2nd,https://fabtcg.com/decklists/pudding-tam-aurora-shooting-star-calling-kuala-lumpur/ ,calling,42bd4eab8300af9205efc50504f307f0_PT–ASS–CKLumpur2nd
Japan,07 Dec 2024,"Shoma Yamamura – Ira, Scarlet Revenger – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Ira, Scarlet Revenger",3rd,https://fabtcg.com/decklists/shoma-yamamura-ira-scarlet-revenger-calling-kuala-lumpur/ ,calling,efbcc321b830e8bcd95bd79f964aad30_SY–ISR–CKLumpur3rd
United States of America,07 Dec 2024,"Brodie Spurlock – Viserai, Rune Blood – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/brodie-spurlock-viserai-rune-blood-calling-kuala-lumpur/ ,calling,079d783ed3c06896b665f7aaba170bde_BS–VRB–CKLumpur3rd
Singapore,07 Dec 2024,"Gordon Koh Koh – Nuu, Alluring Desire – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/gordon-koh-koh-nuu-alluring-desire-calling-kuala-lumpur/ ,calling,afd15d9f96c6fbcc78eeed3d772c3ff4_GKK–NAD–CKLumpur5th
Singapore,07 Dec 2024,"Jin Han Toh – Aurora, Shooting Star – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/jin-han-toh-aurora-shooting-star-calling-kuala-lumpur/ ,calling,c0821c633b0c097ffab4f900fbff568d_JHT–ASS–CKLumpur5th
Singapore,07 Dec 2024,"Jason Chua – Zen, Tamer of Purpose – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/jason-chua-zen-tamer-of-purpose-calling-kuala-lumpur/ ,calling,fbb801ac3313cd1d8d970b6d68e76924_JC–ZToP–CKLumpur5th
Singapore,07 Dec 2024,"Ivan Teo – Aurora, Shooting Star – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/ivan-teo-aurora-shooting-star-calling-kuala-lumpur/ ,calling,d20f082508438c91e103a4a7046e7ebf_IT–ASS–CKLumpur5th
Taiwan,07 Dec 2024,Pei-Tung Liao – Iyslander – Commoner Gold Foil (02),Commoner Gold Foil,Commoner,Iyslander,1st,https://fabtcg.com/decklists/pei-tung-liao-iyslander-commoner-gold-foil-24/ ,commoner,8746869cb5d21a4217972cd3816dba41_PL–I–CGF(02)1st
France,01 Dec 2024,"Enki Dupaquier – Viserai, Rune Blood – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/enki-dupaquier-viserai-rune-blood-battle-hardened-geneva/ ,battle hardened,725126c102d847564dd0ece4385398ff_ED–VRB–BHGeneva1st
Denmark,01 Dec 2024,"Simon Nielsen – Zen, Tamer of Purpose – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Zen, Tamer of Purpose",2nd,https://fabtcg.com/decklists/simon-nielsen-zen-tamer-of-purpose-battle-hardened-geneva/ ,battle hardened,e013239b0390d797251a2ce59c2a5be5_SN–ZToP–BHGeneva2nd
France,01 Dec 2024,"Kevin Pennec – Enigma, Ledger of Ancestry – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/kevin-pennec-enigma-ledger-of-ancestry-battle-hardened-geneva/ ,battle hardened,393bec56638e715d96b56fc97b2dbcfe_KP–ELoA–BHGeneva3rd
Switzerland,01 Dec 2024,"Theo Montero Ciscar – Aurora, Shooting Star – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/theo-montero-ciscar-aurora-shooting-star-battle-hardened-geneva/ ,battle hardened,72b6ea43796bdd352377fa34a7cc87af_TMC–ASS–BHGeneva3rd
